1 MAI - Grivita                         ,   1,1 Mai
1 MAI - Kiselef                         ,   1,1 Mai
1 MAI - Kiseleff                        ,   1,1 Mai
1 MAI - Turda                           ,   1,1 Mai
1 MAI Clabucet                          ,   1,1 Mai
1 Mai                                   ,  61,1 Mai
1 Mai Metrou                            ,   1,1 Mai
1 mai                                   ,   5,1 Mai
1-Decembrie                             ,   3,Comuna 1 Decembrie
13 SEPTEMBRIE                           ,   1,13 Septembrie
13 SEPTEMBRIE                           ,   1,13 Septembrie
13 SEPTEMBRIE Piata                     ,   2,13 Septembrie
13 SEPTEMBRIE Piata particular vand vila constr 2007 ,   1,13 Septembrie
13 Septembrie                           ,  10,13 Septembrie
1Decembrie1918Auchan                    ,   1,1 Decembrie
23 AUGUST                               ,  10,23 August
23 AUGUST Cartier                       ,   1,23 August
A1 - Autostrada Bucuresti-Pitesti       ,   1,Autostrada Bucuresti-Pitesti    
ADUNATII Copaceni                       ,   8,Comuna Adunatii Copaceni
ADUNATII Copaceni in zona               ,   1,Comuna Adunatii Copaceni
AFUMATI                                 ,   5, - Afumati
AGRICULTORI                             ,   2,Mihai Bravu
ALBA Iulia                              ,   7,Alba Iulia
ALBA Iulia Piata                        ,   1,Alba Iulia
ALBA Iulia-Decebal                      ,   1,Alba Iulia
ALEXANDRIA                              ,   1,Alexandria
ALEXANDRIEI                             ,  13,Soseaua Alexandriei
ALEXANDRIEI Haliu                       ,   1,Soseaua Alexandriei
ALEXANDRIEI Rostar                      ,   1,Soseaua Alexandriei
ALEXANDRIEI Sos                         ,   3,Soseaua Alexandriei
ALEXANDRIEI Sos vile                    ,   1,Soseaua Alexandriei
ALEXANDRIEI Sos.                        ,   9,Soseaua Alexandriei
ALEXANDRIEI Sos. - Cartier Independentei,   4,Soseaua Alexandriei
ALEXANDRIEI Sosea                       ,   2,Soseaua Alexandriei
ALEXANDRIEI Soseaua                     ,   2,Soseaua Alexandriei
ALEXANDRIEI Soseaua- Rond               ,   1,Soseaua Alexandriei
ALEXANDRIEI Teius                       ,   1,Soseaua Alexandriei
ALEXANDRIEI alexandriei                 ,   1,Soseaua Alexandriei
ALEXANDRIEI sos                         ,   1,Soseaua Alexandriei
ALEXANDRIEI sos.                        ,   1,Soseaua Alexandriei
ALEXANDRIEI sosea - Cartier Independentei,   2,Soseaua Alexandriei
ALEXANDRIEI sosea vile duplex           ,   1,Soseaua Alexandriei
ALEXANDRIEI soseaua                     ,   1,Soseaua Alexandriei
ALTOIULUI                               ,   1,Comuna Altoiului
ALUNISULUI                              ,   2,Comuna Alunisului
AMBROZIE                                ,   1,Comuna Ambroziei
ANA Ipatescu                            ,   4,"Bucuresti, Ana Ipatescu"
ANDRONACHE                              ,   5,Sat Andronache
ANDRONACHE intersectie Fundeni          ,   2,Sat Andronache
ANSAMBLUL Rezidential Iris              ,   1,Ansamblu
ANSAMBLUL residential Iris              ,   1,Ansamblu
ANTIAERIANA                             ,  19,Antiaeriana
ANTIAERIANA                             ,   1,Antiaeriana
ANTIAERIANA 13 Septembrie               ,   1,Antiaeriana
APARATORII                              ,   2,Aparatorii Patriei
APARATORII PATRIEI vila constructie 2009,   2,Aparatorii Patriei
APARATORII Patriei                      ,  12,Aparatorii Patriei
APARATORII Patriei - Facultate Spiru Haret,   1,Aparatorii Patriei
APARATORII Patriei - Facultatea Spiru Haret,   3,Aparatorii Patriei
APARATORII Patriei - metrou             ,   2,Aparatorii Patriei
APARATORII Patriei - vile insiruite     ,   2,Aparatorii Patriei
APARATORII Patriei metrou               ,   1,Aparatorii Patriei
APARATORII Patriei vila constructie 2009,   1,Aparatorii Patriei
APARATORII Patriei vila duplex          ,   1,Aparatorii Patriei
APARATORII vila constructie 2009        ,   1,Aparatorii Patriei
ARENA Nationala                         ,   1,Muncii
ARGES                                   ,   3,Arges
ARMENEASCA                              ,   6,Armeneasca
ARMENEASCA Mosilor                      ,   1,Armeneasca
ARMENEASCA vila                         ,   1,Armeneasca
AUTOGARA Filaret                        ,   1,Autogara Filaret
AVIATIEI                                ,   1,Aviatiei
AVIATORILOR                             ,   6,Aviatorilor
AVIATORILOR                             ,   1,Aviatorilor
AZUGA -Valea Prahovei                   ,   1,"Prahova, Azuga"
"Afumati, AFUMATI                        ",   3,Comuna Afumati
"Afumati, Afumati                        ",   1,Comuna Afumati
"Afumati, Afumati sosea DN2              ",   1,Comuna Afumati
"Afumati, Centru                         ",   1,Comuna Afumati
"Afumati, DN2                            ",   1,Comuna Afumati
"Afumati, DN2- dupa biserica             ",   2,Comuna Afumati
"Afumati, Dn 2                           ",   1,Comuna Afumati
"Afumati, Domnita Ralu                   ",   1,Comuna Afumati
"Afumati, Lac                            ",   1,Comuna Afumati
"Afumati, Str. Mircea Voda nr.1          ",   1,Comuna Afumati
"Afumati, afumati                        ",   1,Comuna Afumati
"Afumati, biserica                       ",   1,Comuna Afumati
"Afumati, dn-2                           ",   2,Comuna Afumati
"Afumati, dn2                            ",   1,Comuna Afumati
"Afumati, semicentrala                   ",   1,Comuna Afumati
"Afumati, sos.afumati                    ",   1,Comuna Afumati
Antiaeriana                             ,   1,Antiaeriana
Antiaeriana                             ,   1,Antiaeriana
Aparatorii Patriei                      ,  12,Aparatorii Patriei
Armeneasca                              ,   8,Armeneasca
Armeneasca Particular                   ,   1,Armeneasca
Armeneasca Particular vnd vila renovabila,   1,Armeneasca
Aviatiei                                ,   3,Aviatiei
Aviatorilor                             ,  35,Aviatorilor
BABA Novac                              ,   5,Baba Novac
BAICOI                                  ,   1,Prahova Baicoi
BAILE Tusnad                            ,   1,"Harghita, Baile Tusnad"
BALACEANCA - 12 km Pantelimon           ,   1,Comuna Balaceanca
BALOTESTI                               ,  32,Comuna Balotesti
BALOTESTI 8 cam.                        ,   1,Comuna Balotesti
BALOTESTI Saftica Primarie              ,   1,Comuna Balotesti
BANEASA                                 ,  13,Baneasa
BANEASA - Antena 1                      ,   1,Baneasa
BANEASA Jolie Ville                     ,   1,Baneasa
BANEASA Lac                             ,   1,Baneasa
BANEASA Sisesti                         ,   1,Baneasa
BANU Manta                              ,   2,Banu Manta
BARBU Vacarescu                         ,   2,Barbu Vacarescu
BARCA                                   ,   1,Comuna Barca
BASARABIA                               ,   1,Basarabia
BECENI                                  ,   1,Berceni
BECHET                                  ,   1,"Dolj, Bechet"
BELCIUGATELE                            ,   2,Comuna Beciugatele
BERCENI                                 ,  48,Berceni
BERCENI                                 ,   1,Berceni
BERCENI - Dimitrie Leonida              ,   1,Berceni
BERCENI - Facultate Spiru Haret         ,   1,Berceni
BERCENI - Ilfov                         ,   1,Comuna Berceni
BERCENI - Metrou Dimitrie Leonida       ,   3,Berceni
BERCENI - Spiru Haret                   ,   1,Berceni
BERCENI - Turnu Magurele                ,   1,Berceni
BERCENI - Turnu Magurele                ,   2,Berceni
BERCENI - duplex                        ,   1,Berceni
BERCENI - duplex 5 camere               ,   1,Berceni
BERCENI - metrou                        ,   2,Berceni
BERCENI - metrou Dimitrie Leonida       ,   1,Berceni
BERCENI -metrou                         ,   1,Berceni
BERCENI Aparatorii Patriei              ,   1,Berceni
BERCENI Eroilor                         ,   1,Berceni
BERCENI Lake Village                    ,   1,Berceni
BERCENI Mall Grand Arena                ,   1,Berceni
BERCENI Oltenitei                       ,   1,Berceni
BERCENI Sos.                            ,   1,Berceni
BERCENI Sos. - adiacent                 ,   1,Berceni
BERCENI Sosea - Complex Ana Residence   ,   1,Berceni
BERCENI bulevardul Pieptanari           ,   1,Berceni
BERZEI                                  ,   1,Calea Plevnei
BOLINTIN                                ,   1,Comuna Bolintin
BOLINTIN Deal                           ,   2,Comuna Bolintin
BOLINTIN Deal -Parc Industrial Prologis ,   1,Comuna Bolintin
BOLINTIN Vale                           ,   1,Comuna Bolintin
BRAGADIRU                               ,  28,Comuna Bragadiru
BRAGADIRU                               ,   1,Comuna Bragadiru
BRAGADIRU -                             ,   1,Comuna Bragadiru
BRAGADIRU - 1 km de Bucuresti           ,   1,Comuna Bragadiru
BRAGADIRU - Cartier Independentei       ,   1,Comuna Bragadiru
BRAGADIRU - Ilfov                       ,   1,Comuna Bragadiru
BRAGADIRU - vile finalizare august 2012 ,   1,Comuna Bragadiru
BRAN                                    ,   1,Brasov
BRANCOVEANU                             ,   6,Constantin Brancoveanu
BRANCOVEANU 4 camere                    ,   1,Constantin Brancoveanu
BRANCOVEANU Alunisului                  ,   1,Alunisului
BRANESTI                                ,  28,Comuna Branesti
BRANESTI -Pasarea                       ,   1,Comuna Branesti
BRANESTI 2 vile in aceeasi curte        ,   1,Comuna Branesti
BRASOV                                  ,   5,Brasov
BREAZA                                  ,   9,"Prahova, Breaza"
BREBU                                   ,   3,"Prahova, Brebu"
BREBU Prahova                           ,   2,"Prahova, Brebu"
BRNCOVEANU                              ,   1,Constantin Brancoveanu
BUCURESTI                               ,  10,Bucuresti
BUCURESTI - Alexandriei km 25           ,   1,Bucuresti extravilan
BUCURESTI - Glina                       ,   1,Sat Glina
BUCURESTI - Oltenita DN 4 la 50 km de Buc,   1,Bucuresti extravilan
BUCURESTI -Glina la doar 1km distanta   ,   1,Bucuresti extravilan
BUCURESTI -Ilfov. Casa 3 camere         ,   1,Bucuresti extravilan
BUCURESTI Ilfov                         ,   1,Bucuresti extravilan
BUCURESTI Magurele                      ,   5,Bucuresti extravilan
BUCURESTI Noi                           ,   1,Bucuresti extravilan
BUCURESTI construim vile 3 camere la cheie aprox. 300 ,   1,Bucuresti extravilan
BUCURESTI la 19 km                      ,   1,Bucuresti extravilan
BUCURESTI si Ilfov                      ,   1,Bucuresti extravilan
BUCURESTI vila ieftina noua             ,   1,Bucuresti extravilan
BUCURESTI-GLINA la doar 1km distanta o vila ,   1,Bucuresti extravilan
BUCURESTII NOI                          ,   1,Bucurestii noi
BUCURESTII Noi                          ,  28,Bucurestii noi
BUCURESTII Noi-Jiului                   ,   1,Bucurestii noi
BUCURESTII noi                          ,   1,Bucurestii noi
BUCURSTI NOI podul constanta chitila str modestiei nr 91 casa 3 camere 340 mp dechidere ,   1,Bucurestii noi
BUDA -Bragadiru vila                    ,   1,Comuna Bragadiru
BUDESTI                                 ,   1,Comuna Budesti
BUFTEA                                  ,  23,Buftea
BUFTEA 2 camere                         ,   1,Buftea
BUFTEA Casa parter                      ,   1,Buftea
BUFTEA vila                             ,   1,Buftea
BUJOREANCA                              ,   1,"Dambovita, Bujoreanca"
BULBUCATA                               ,   1,"Giurgiu, Bulbucata"
BULBUCATA Ocazie                        ,   1,"Giurgiu, Bulbucata"
BUSTENI                                 ,   6,"Prahova, Busteni"
BUTURUGENI                              ,   4,"Giurgiu, Buturugeni"
BUTURUGENI - jud. Giurgiu               ,   1,"Giurgiu, Buturugeni"
Baba Novac                              ,   3,Baba Novac
"Balaceanca, BALACEANCA                  ",   1,Comuna Balaceanca
"Balaceanca, central                     ",   1,Comuna Balaceanca
"Balaceanca, str primaverii              ",   1,Comuna Balaceanca
Balotesti                               ,  19,Comuna Balotesti
Balotesti super vila Vila               ,   1,Comuna Balotesti
"Balotesti, 1. 5km de spital             ",   1,Comuna Balotesti
"Balotesti, Balotesti                    ",   3,Comuna Balotesti
"Balotesti, Balotesti - Dimieni          ",   1,Comuna Balotesti
"Balotesti, Ion Bratianu                 ",   1,Comuna Balotesti
"Balotesti, PRISMA                       ",   1,Comuna Balotesti
"Balotesti, PRISMA - BUCURESTI           ",   1,Comuna Balotesti
"Balotesti, Saftica                      ",   1,Comuna Balotesti
"Balotesti, UNIRII                       ",   1,Comuna Balotesti
"Balotesti, balotesti                    ",   1,Comuna Balotesti
"Balotesti, cental,la sosea              ",   1,Comuna Balotesti
"Balotesti, centru                       ",   1,Comuna Balotesti
"Balotesti, hornbach                     ",   1,Comuna Balotesti
Baneasa                                 ,  68,Baneasa
Banu Manta                              ,   6,Banu Manta
Barbu Vacarescu                         ,  10,Stefan Cel Mare
Basarabia                               ,   5,Basarabia
Berceni                                 , 107,Berceni
Berceni Brancoveanu Oraselul Copiilor 4cam exceptional decom. bloc monolit 79 reabilitat-pol10 ,   1,Constantin Brancoveanu
Berceni Vidra Proprietar                ,   1,Comuna Vidra
Berceni casa-vila 4-5 camere            ,   1,Berceni
"Berceni, Alunisului                     ",,Alunisului
"Berceni, BERCENI  - SAT                 ",,Comuna Berceni
"Berceni, Berceni                        ",,Comuna Berceni
"Berceni, Berceni Independentei          ",,Comuna Berceni
"Berceni, Berceni Sat                    ",,Comuna Berceni
"Berceni, Berceni comuna                 ",,Comuna Berceni
"Berceni, CARTIER NOU                    ",,Comuna Berceni
"Berceni, CARTIER VILE                   ",,Comuna Berceni
"Berceni, CARTIERUL MAMINA               ",,Comuna Berceni
"Berceni, CENTRU PRIMARIE                ",,Comuna Berceni
"Berceni, COM BERCENI                    ",,Comuna Berceni
"Berceni, COMUNA BERCENI                 ",,Comuna Berceni
"Berceni, Cartier Nou                    ",,Comuna Berceni
"Berceni, Cartierul Mamina               ",   1,Comuna Berceni
"Berceni, Cartierul Nou - centura        ",   1,Comuna Berceni
"Berceni, Cartierul nou                  ",   1,Comuna Berceni
"Berceni, Central                        ",   1,Comuna Berceni
"Berceni, Centru                         ",   1,Comuna Berceni
"Berceni, Comuna Berceni                 ",   6,Comuna Berceni
"Berceni, Comuna berceni                 ",   2,Comuna Berceni
"Berceni, Dealul Verde Vidra             ",   1,Comuna Berceni
"Berceni, Intrare - Cartier Nou          ",   1,Comuna Berceni
"Berceni, Intrarea Comuna Berceni        ",   1,Comuna Berceni
"Berceni, M Brancoveanu                  ",   1,Berceni
"Berceni, MAMINA-pe stanga               ",   1,Berceni
"Berceni, METEROU DIMITRIE LEONIDA       ",   1,Berceni
"Berceni, METROU DIMITRIE LEONIDA        ",   6,Berceni
"Berceni, METROU IMGB                    ",   1,Berceni
"Berceni, Mamina                         ",   2,Berceni
"Berceni, Marasesti                      ",   1,Comuna Berceni
"Berceni, Metrou Dimitrie Leonida        ",   3,Berceni
"Berceni, Romania - ILFOV                ",   1,Comuna Berceni
"Berceni, STR. PADUREA CRAIULUI          ",   1,Comuna Berceni
"Berceni, Sos Berceni,metrou IMGB        ",   1,Berceni
"Berceni, Stadion                        ",   1,Berceni
"Berceni, Str.Eroilor,centru             ",   1,Comuna Berceni
"Berceni, TOATA TARA                     ",   1,Comuna Berceni
"Berceni, VILE                           ",   1,Comuna Berceni
"Berceni, ZONA DE SUD                    ",   2,Comuna Berceni
"Berceni, Zona de vile                   ",   1,Comuna Berceni
"Berceni, Zona mamina                    ",   1,Berceni
"Berceni, berceni                        ",   1,Berceni
"Berceni, campurelu                      ",   1,Comuna Berceni
"Berceni, cartierul nou                  ",   1,Comuna Berceni
"Berceni, centru                         ",   2,Comuna Berceni
"Berceni, com.berceni                    ",   1,Comuna Berceni
"Berceni, comuna Berceni                 ",   2,Comuna Berceni
"Berceni, comuna berceni                 ",   1,Comuna Berceni
"Berceni, iesire com Berceni             ",   1,Comuna Berceni
"Berceni, in ansamblul Dealul Verde      ",   1,Comuna Berceni
"Berceni, intre vile                     ",   1,Comuna Berceni
"Berceni, str Independentei              ",   1,Comuna Berceni
"Berceni, str.Eroilor,primarie           ",   1,Comuna Berceni
Berceni-Sat                             ,   5,Comuna Berceni
Bragadiru                               ,   5,Comuna Bragadiru
Bragadiru Bragadiru                     ,   1,Comuna Bragadiru
Bragadiru Virteju Dezvoltator imobiliar vind case trei camere doua bai bucatarie in suprafata de 100 mp construiti si 88mp utili si teren aferent in suprafata de 3oomp casele sint la cheie cu inbunatatiri zona ,   1,Comuna Bragadiru
"Bragadiru, 50 m rostar                  ",   1,Comuna Bragadiru
"Bragadiru, Bragadiru                    ",   7,Comuna Bragadiru
"Bragadiru, Bucuresti-Bragadiru          ",   1,Comuna Bragadiru
"Bragadiru, CENTRAL                      ",   1,Comuna Bragadiru
"Bragadiru, Centrala                     ",   1,Comuna Bragadiru
"Bragadiru, Exterior SUD                 ",   1,Comuna Bragadiru
"Bragadiru, Fortuna Rezidence            ",   1,Comuna Bragadiru
"Bragadiru, IZVOR                        ",   1,Comuna Bragadiru
"Bragadiru, Ilfov                        ",   1,Comuna Bragadiru
"Bragadiru, Independentei                ",   2,Comuna Bragadiru
"Bragadiru, Independentei - Haliu        ",   2,Comuna Bragadiru
"Bragadiru, PRIMARIE                     ",   1,Comuna Bragadiru
"Bragadiru, Prelungire Ghencea           ",   1,Comuna Bragadiru
"Bragadiru, ROSTAR                       ",   2,Comuna Bragadiru
"Bragadiru, Raul Ciorogarla              ",   1,Comuna Bragadiru
"Bragadiru, Raul Sabar                   ",   1,Comuna Bragadiru
"Bragadiru, Sos Alexandriei              ",   1,Comuna Bragadiru
"Bragadiru, Sos. Alexandriei-Rostar      ",   1,Comuna Bragadiru
"Bragadiru, Strada Clinceni              ",   1,Comuna Bragadiru
"Bragadiru, Unirii                       ",   1,Comuna Bragadiru
"Bragadiru, bragadiru                    ",   4,Comuna Bragadiru
"Bragadiru, cart independentei           ",   1,Comuna Bragadiru
"Bragadiru, cartiere independentei       ",   1,Comuna Bragadiru
"Bragadiru, central                      ",   1,Comuna Bragadiru
"Bragadiru, centrala Bragadiru           ",   1,Comuna Bragadiru
"Bragadiru, centru                       ",   1,Comuna Bragadiru
"Bragadiru, centura hotel Premier        ",   1,Comuna Bragadiru
"Bragadiru, haliu                        ",   3,Comuna Bragadiru
"Bragadiru, ilfov                        ",   1,Comuna Bragadiru
"Bragadiru, independentei                ",   1,Comuna Bragadiru
"Bragadiru, langa Primarie               ",   1,Comuna Bragadiru
"Bragadiru, rostar                       ",   2,Comuna Bragadiru
"Bragadiru, sos Alexandriei              ",   3,Comuna Bragadiru
"Bragadiru, sos alexandriei              ",   1,Comuna Bragadiru
"Bragadiru, soseaua clinceni             ",   1,Comuna Bragadiru
"Bragadiru, vis a vis Rostar             ",   1,Comuna Bragadiru
"Bragadiru, vis-a-vis Larofarm           ",   1,Comuna Bragadiru
"Bragadiru, zona Rostar                  ",   1,Comuna Bragadiru
"Bragadiru, zona rezidentiala            ",   1,Comuna Bragadiru
Brancoveanu                             ,  12,Comuna Bragadiru
Brancoveanu Alunisului                  ,   1,Alunisului
Brancoveanu Brancoveanu                 ,   1,Constantin Brancoveanu
Branesti                                ,   3,Comuna Branesti
"Branesti, Bajenari                      ",   2,Comuna Branesti
"Branesti, Bazinul 3                     ",   1,Comuna Branesti
"Branesti, Branesti                      ",   1,Comuna Branesti
"Branesti, Branesti central              ",   1,Comuna Branesti
"Branesti, CENTRAL                       ",   1,Comuna Branesti
"Branesti, Caragiale                     ",   1,Comuna Branesti
"Branesti, DN3                           ",   1,Comuna Branesti
"Branesti, Islaz                         ",   3,Comuna Branesti
"Branesti, LAC PADURE                    ",   2,Comuna Branesti
"Branesti, Manastirea Pasarea            ",   1,Comuna Branesti
"Branesti, Romania - ILFOV               ",   1,Comuna Branesti
"Branesti, STR.ILFOV                     ",   1,Comuna Branesti
"Branesti, Sat Pasarea                   ",   2,Comuna Branesti
"Branesti, Str. Luceafarului             ",   1,Comuna Branesti
"Branesti, Strada Ilfov                  ",   2,Comuna Branesti
"Branesti, VIOLETELOR                    ",   1,Comuna Branesti
"Branesti, bajinari                      ",   1,Comuna Branesti
"Branesti, belciugatele                  ",   1,Comuna Branesti
"Branesti, central                       ",   3,Comuna Branesti
"Branesti, halta branesti                ",   1,Comuna Branesti
"Branesti, intre case                    ",   1,Comuna Branesti
"Branesti, lac padure                    ",   1,Comuna Branesti
"Branesti, padure - lac                  ",   1,Comuna Branesti
"Branesti, pasarea                       ",   2,Comuna Branesti
"Branesti, strada Violetelor             ",   1,Comuna Branesti
Bucuresti                               ," 2,344",Bucuresti
Bucuresti - Sectorul 1                  ,   7,Bucuresti - Sectorul 1         
Bucuresti - Sectorul 2                  ,  14,Bucuresti - Sectorul 2         
Bucuresti - Sectorul 3                  ,  17,Bucuresti - Sectorul 3         
Bucuresti - Sectorul 4                  ,   7,Bucuresti - Sectorul 4         
Bucuresti - Sectorul 5                  ,   7,Bucuresti - Sectorul 5         
Bucuresti - Sectorul 6                  ,  12,Bucuresti - Sectorul 6         
Bucuresti Magurele 15 min.de Casa Poporului,   1,Bucuresti Magurele
"Bucuresti, -                            ",   1,Bucuresti
"Bucuresti, 1 Decembrie 1918             ", 188,"Bucuresti, 1 Decembrie"
"Bucuresti, 1 Mai                        ",  73,1 Mai
"Bucuresti, 13 Septembrie                ",  15,13 Septembrie
"Bucuresti, 16 Februarie                 ",   6,16 Februarie
"Bucuresti, 23 August (Catelul)          ",  15,23 August
"Bucuresti, Alba Iulia                   ",  10,Alba Iulia
"Bucuresti, Alexandriei                  ",  50,Alexandriei
"Bucuresti, Alexandru Obregia            ",   2,Alexandru Obregia
"Bucuresti, Antiaeriana                  ",  15,Antiaeriana
"Bucuresti, Aparatorii Patriei           ",  26,Aparatorii Patriei
"Bucuresti, Apusului                     ",   2,Apusului
"Bucuresti, Arcul de Triumf              ",   3,Arcu de Triumf
"Bucuresti, Armeneasca                   ",  11,Armeneasca
"Bucuresti, Aviatiei                     ",   9,Aviatiei
"Bucuresti, Aviatorilor                  ",  30,Aviatorilor
"Bucuresti, Baba Novac                   ",   9,Baba Novac
"Bucuresti, Baicului                     ",   1,Baicului
"Bucuresti, Balta Alba                   ",   2,Balta Alba
"Bucuresti, Baneasa                      ", 111,Baneasa
"Bucuresti, Banu Manta                   ",   7,Banu Manta
"Bucuresti, Barbu Vacarescu              ",   3,Barbu Vacarescu
"Bucuresti, Basarab                      ",   1,Basarab
"Bucuresti, Basarabia                    ",   1,Basarab
"Bucuresti, Batistei                     ",   1,Batistei
"Bucuresti, Bd. Laminorului              ",   4,Bucurestii noi
"Bucuresti, Berceni                      ",  98,Berceni
"Bucuresti, Berceni Dimitrie Leonida     ",   1,Berceni
"Bucuresti, Brancoveanu                  ",  26,Constantin Brancoveanu
"Bucuresti, Bucur Obor                   ",   1,Bucur Obor
"Bucuresti, Bucuresti                    ",   2,Bucuresti
"Bucuresti, Bucurestii Noi               ", 106,Bucurestii noi
"Bucuresti, Calea Calarasilor            ",  34,Calea Calarasilor
"Bucuresti, Calea Plevnei                ",   1,Calea Plevnei
"Bucuresti, Calea Victoriei              ",   3,Calea Victoriei
"Bucuresti, Cantemir                     ",   1,Cantemir
"Bucuresti, Capitale                     ",   2,Bucuresti
"Bucuresti, Casin                        ",   1,Bucuresti
"Bucuresti, Central                      ",   7,Bucuresti
"Bucuresti, Centrul Istoric              ",   1,Bucuresti
"Bucuresti, Centura Est                  ",   6,Bucuresti
"Bucuresti, Centura Nord                 ",   6,Bucuresti
"Bucuresti, Centura Vest                 ",   2,Bucuresti
"Bucuresti, Chibrit                      ",   1,1 Mai
"Bucuresti, Chitila                      ",  37,Chitila
"Bucuresti, Cismigiu                     ",   5,Cismigiu
"Bucuresti, Clucerului                   ",   1,Victoriei
"Bucuresti, Colentina                    ",  58,Colentina
"Bucuresti, Constructorilor              ",   1,Giulesti
"Bucuresti, Cosbuc                       ",   5,Cosbuc
"Bucuresti, Cotroceni                    ",  30,Cotroceni
"Bucuresti, Crangasi                     ",   8,Crangasi
"Bucuresti, DN 1                         ",   4,Bucuresti extravilan
"Bucuresti, DN 2                         ",   1,Bucuresti extravilan
"Bucuresti, Dacia                        ",  25,Victoriei
"Bucuresti, Damaroaia                    ",  11,Bucurestii noi
"Bucuresti, Decebal                      ",  14,Muncii
"Bucuresti, Dimitrie Leonida             ",   1,Aparatorii Patriei
"Bucuresti, Doamna Ghica                 ",  10,Tei
"Bucuresti, Domenii                      ",  39,Bucurestii noi
"Bucuresti, Dorobanti                    ",  41,Dorobanti
"Bucuresti, Dristor                      ",   9,Dristor
"Bucuresti, Drumul Sarii                 ",  11,Drumul Taberei
"Bucuresti, Drumul Taberei               ",  26,Drumul Taberei
"Bucuresti, Dudesti                      ",   2,Dudesti
"Bucuresti, Eminescu                     ",  10,Calea Mosilor
"Bucuresti, Eroii Revolutiei             ",   8,Eroii Revolutiei
"Bucuresti, Est                          ",   2,Bucuresti
"Bucuresti, Ferdinand                    ",  10,Ferdinand
"Bucuresti, Ferentari                    ",  19,Ferentari
"Bucuresti, Floreasca                    ",  17,Floreasca
"Bucuresti, Foisorul de Foc              ",   3,Foisorul de Foc
"Bucuresti, Fundeni                      ",  17,Fundeni
"Bucuresti, Gara de Est                  ",   3,Gara de est
"Bucuresti, Gara de Nord                 ",   6,Gara de nord
"Bucuresti, Ghencea                      ",   5,Ghencea
"Bucuresti, Giulesti                     ",  23,Giulesti
"Bucuresti, Giurgiului                   ",  35,"Giurgiului, Bucuresti"
"Bucuresti, Gradina Icoanei              ",   5,Piata Romana
"Bucuresti, Grivita                      ",  10,Grivita
"Bucuresti, Grozavesti                   ",   1,Grozavesti
"Bucuresti, HERASTRAU                    ",   2,Herastrau
"Bucuresti, Herastrau                    ",  11,Herastrau
"Bucuresti, Iancu Nicolae                ",  12,Baneasa
"Bucuresti, Iancului                     ",  17,Iancului
"Bucuresti, Institutul Pasteur           ",   1,Giulesti
